category,english,kanji,kana
Sport and fitness,a break,ブレーク,ぶれーく
Sport and fitness,a pole,ポール,ぽーる
Sport and fitness,a ski slope,スキー場,すきーば
Sport and fitness,a surfboard,サーフボード,さーふぼーど
Sport and fitness,a racket,ラケット,らけっと
Sport and fitness,to beat a record,記録を破る,きろくをやぶる
Sport and fitness,to start,始めること,はじめること
Sport and fitness,to overtake,追い越す,おいこす
Sport and fitness,to equalize,平準化する,へいじゅんかする
Sport and fitness,to exercise,運動する,うんどうする
Sport and fitness,to stretch,張る,はる
Sport and fitness,to jog,ジョギングをする,じょぎんぐをする
Sport and fitness,to do sport,スポーツをする,すぽーつをする
Sport and fitness,to climb,登る,のぼる
Sport and fitness,to play golf,ゴルフをする,ごるふをする
Sport and fitness,to throw,投げるために,なげるために
Sport and fitness,to score a goal,ゴールを決める,ごーるをきめる
Sport and fitness,to ride a horse,馬に乗るために,うまにのるために
Sport and fitness,to swim,泳ぐ,およぐ
Sport and fitness,to get fit,健康になる,けんこうになる
Sport and fitness,to warm up,ウォームアップする,うぉーむあっぷする
Sport and fitness,to jump,ジャンプする,じゃんぷする
"Money, banking, finance",an account,アカウント,あかうんと
"Money, banking, finance",cheap,安いです,やすいです
"Money, banking, finance",expensive,高価な,こうかな
"Money, banking, finance",savings,貯蓄,ちょちく
"Money, banking, finance",cash,現金,げんきん
"Money, banking, finance",a bank,銀行,ぎんこう
"Money, banking, finance",banking,銀行,ぎんこう
"Money, banking, finance",stock exchange,証券取引所,しょうけんとりひきじょ
"Money, banking, finance",the change,変化,へんか
"Money, banking, finance",money,お金,おきん
"Money, banking, finance",money laundering,資金洗浄,しきんせんじょう
"Money, banking, finance",a credit,クレジット,くれじっと
"Money, banking, finance",wages,賃金,ちんぎん
"Money, banking, finance",a balance,バランス,ばらんす
"Money, banking, finance",an exchange rate,為替レート,かわせれーと
"Money, banking, finance",a discount rate,割引率,わりびきりつ
"Money, banking, finance",a rate,レート,れーと
"Money, banking, finance",a salary,給与,きゅうよ
"Money, banking, finance",fees,手数料,てすうりょう
"Money, banking, finance",financial markets,金融市場,きんゆうしじょう
"Money, banking, finance",monetary,金銭的な,きんせんてきな
"Money, banking, finance",a banker,銀行家,ぎんこういえ
"Money, banking, finance",a pay slip,給与明細,きゅうよめいさい
"Money, banking, finance",a cheque book,小切手帳,こぎってちょう
"Money, banking, finance",a blank cheque,ブランクチェック,ぶらんくちぇっく
"Money, banking, finance",a rubber cheque,ゴムチェック,ごむちぇっく
"Money, banking, finance",a safe,安全な,あんぜんな
"Money, banking, finance",a bank account,銀行口座,ぎんこうこうざ
"Money, banking, finance",a savings account,普通預金口座,ふつうよきんこうざ
"Money, banking, finance",an overdraft,当座貸越,とうざかしこし
"Money, banking, finance",a term deposit,定期預金,ていきよきん
"Money, banking, finance",a bank manager,銀行のマネージャー,ぎんこうのまねーじゃー
"Money, banking, finance",bank clerk,銀行員,ぎんこういん
"Money, banking, finance",an interest,関心,かんしん
"Money, banking, finance",a gold bar,金の延べ棒,きんののべぼう
"Money, banking, finance",a rent,家賃,やちん
"Money, banking, finance",a mean of payment,支払手段,しはらいしゅだん
"Money, banking, finance",a secured credit,安全なクレジット,あんぜんなくれじっと
"Money, banking, finance",A real estate loan,不動産ローン,ふどうさんろーん
"Money, banking, finance",a loan,ローン,ろーん
"Money, banking, finance",a receipt,レシート,れしーと
"Money, banking, finance",an interest rate,金利,きんり
"Money, banking, finance",a bank transfer,銀行振込,ぎんこうふりこみ
"Money, banking, finance",a retail bank,小売銀行,こうりぎんこう
"Money, banking, finance",a private bank,プライベートバンク,ぷらいべーとばんく
"Money, banking, finance",a saving bank,貯蓄銀行,ちょちくぎんこう
"Money, banking, finance",a bank cashier,銀行のレジ係,ぎんこうのれじかかり
"Money, banking, finance",a credit card,クレジットカード,くれじっとかーど
"Money, banking, finance",a debt,借金,しゃっきん
"Money, banking, finance",a hard currency,ハード通貨,はーどつうか
"Money, banking, finance",a currency,通貨,つうか
"Money, banking, finance",a subsidiary,子会社,こがいしゃ
"Money, banking, finance",A mortgage,住宅ローン,じゅうたくろーん
"Money, banking, finance",a coin,コイン,こいん
"Money, banking, finance",a transaction,トランザクション,とらんざくしょん
"Money, banking, finance",to grant a loan,ローンを付与する,ろーんをふよする
"Money, banking, finance",to apply for a loan,ローンを申し込む,ろーんをもうしこむ
"Money, banking, finance",to ask for security,安全を求める,あんぜんをもとめる
"Money, banking, finance",to spend,使う,つかう
"Money, banking, finance",to save,保存する,ほぞんする
"Money, banking, finance",to be in the red,赤字になる,あかじになる
"Money, banking, finance",to be thrifty,節約する,せつやくする
"Money, banking, finance",to charge,充電する,じゅうでんする
"Money, banking, finance",to go bankrupt,破産する,はさんする
"Money, banking, finance",to write a check,小切手を書く,こぎってをかく
"Money, banking, finance",to invest,注ぎ込む,そそぎこむ
"Money, banking, finance",to pay cash,現金を支払う,げんきんをしはらう
"Money, banking, finance",to refund,払い戻しへ,はらいもどしへ
"Money, banking, finance",to withdraw,撤退する,てったいする
The house,a brush,ブラシ,ぶらし
The house,sideboard,サイドボード,さいどぼーど
The house,a bathtub,バスタブ,ばすたぶ
The house,a broom,ほうき,ほうき
The house,the balcony,バルコニー,ばるこにー
The house,a letterbox,レターボックス,れたーぼっくす
The house,a sofa,ソファ,そふぁ
The house,a chair,椅子,いす
The house,a key,かぎ,かぎ
The house,a cushion,クッション,くっしょん
The house,a blanket,毛布,もうふ
The house,the aircon,エアコン,えあこん
The house,a fence,フェンス,ふぇんす
The house,a chimney,煙突,えんとつ
The house,a fireplace,暖炉,だんろ
The house,a hanger,ハンガー,はんがー
The house,a shower,シャワー,しゃわー
The house,an armchair,アームチェア,あーむちぇあ
The house,a window,ウィンドウ,うぃんどう
The house,an iron,アイロン,あいろん
The house,a hedge,生け垣,いけがき
The house,a clock,クロック,くろっく
The house,a light switch,光スイッチ,ひかりすいっち
The house,a building,建物,たてもの
The house,a washing machine,洗濯機,せんたくき
The house,the bed,ベッド,べっど
The house,the rent,家賃,やちん
The house,a house,家,いえ
The house,a mirror,鏡,かがみ
The house,a wall,壁,かべ
The house,a matress,マットレス,まっとれす
The house,furnitures,家具,かぐ
The house,a pillow,枕,まくら
The house,the wallpaper,壁紙,かべがみ
The house,the landlord,家主,やぬし
The house,the ceiling,天井,てんじょう
The house,the door,ドア,どあ
The house,the gate,ゲート,げーと
The house,the dust,ほこり,ほこり
The house,dusty,ほこりっぽい,ほこりっぽい
The house,a doormat,玄関マット,げんかんまっと
The house,a handle,ハンドル,はんどる
The house,a curtain,カーテン,かーてん
The house,dirty,汚れた,よごれた
The house,a doorbell,ドアベル,どあべる
The house,the blinds,ブラインド,ぶらいんど
The house,a soap,せっけん,せっけん
The house,the shampoo,シャンプー,しゃんぷー
The house,a lock,ロック,ろっく
The house,the towel,タオル,たおる
The house,a blind,ブラインド,ぶらいんど
The house,a stool,スツール,すつーる
The house,houshold chores,家事,かじ
The house,a carpet,カーペット,かーぺっと
The house,the phone,電話,でんわ
The house,the television,テレビ,てれび
The house,a tile,タイル,たいる
The house,a table,テーブル,てーぶる
The house,a drawer,引き出し,ひきだし
The house,a fan,扇風機,せんぷうき
The house,The shutters,シャッター,しゃったー
The house,ROOMS OF THE HOUSE,家の部屋,いえのへや
The house,a path,通り,とうり
The house,a balcony,バルコニー,ばるこにー
The house,a kids room,キッズルーム,きっずるーむ
The house,a bedroom,寝室,しんしつ
The house,a backyard,裏庭,うらにわ
The house,a frontyard,前庭,ぜんてい
The house,a kitchen,キッチン,きっちん
The house,the stairs,階段,かいだん
The house,an attic,屋根裏部屋,やねうらべや
The house,a garage,ガレージ,がれーじ
